example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
526736,christmas dresses size 3t-4t,25891,B07G3DHS62,us,E,1,1,train,"Hudson Baby Girl's Cotton Dresses, Sparkle Trees, 4 Toddler",,"Set includes coordinating dresses
Made with 100% cotton
Soft, gentle and comfortable on baby's skin
Optimal for everyday use
Affordable, high quality value pack",Hudson Baby,Sparkle Trees
526737,christmas dresses size 3t-4t,25891,B07FQGK8DD,us,E,1,1,train,"VIKITA Toddler Girls Dresses Christmas Long Sleeve Girl Dress for Kids 3-8 Years JM7735, 3T","VIKITA kids clothing is dirctly sell from VIKITA Factory. More kids clothes, please search VIKITA clothes or click into 'VIKITA Factory Store' front page. product description We focus to children health, using natural fabrics, the perfect combination of fashion and comfortable. All Trade Marks Belongs To VIKITA Style: Fashion & Cute Material: natural fabric Notice: Our kids dresses are designed to allow room for growth, height is a better reference than age in choosing the correct size, if you want your kids wear longer time, please choose bigger. Size: 1T=6-18 months=80-85cm 2T=18-24 months=85-90cm 3T=2-3 years=90-95cm 4T=3-4 years=95-100cm 5T=4-5 years=105-110cm 6T=5-6 years=110-120cm","VIKITA Factory Store, quality assurance
fabric is incredibly soft and comfortable
Machine Wash, below 30 degree centigrade
Notice:Product Description has suggested by size table below, if you want your kids wear longer time, please choose bigger size",VIKITA,Jm7735
526738,christmas dresses size 3t-4t,25891,B07PNZVNW8,us,E,1,1,train,Cilucu Flower Girl Dress Baby Toddlers Sequin Dress Tutu Kids Party Dress Bridesmaid Wedding Gown Birthday Dress Gold/White 3T-4T,"<b>Cilucu Boutiques are designed to smash photo, birthday party, every day wear and just for fun.<br> From casual clothes to special time boutiques for every age,<br> Cilucu has been always emphasizing the importance of product quality, safety, pretty and comfortability.<br> We have a strong desire that all children will have a happy childhood and colorful life with Cilucu Boutiques.</b><br><br> <b>Suggest sizing of Cilucu Boutique Princess Dress:</b> <br>S:2 years old <br>M:3 years old <br>L:4 years old <br>XL:5 years old <br>XXL:6 years old <br>XXXL:8 years old <br><br><b>Material features</b> <br>80% COTTON 15% SEQUIN 5%POLYESTER <br>Lining of baby dress is soft cotton <br><br><b>Fabric features</b> <br>Soft inside <br>Shiny style <br><br><b>Wash instruction</b> <br>Hand wash <br><br><b>Flower Girl Dresses include</b> <br>one open back dress and one headbands <br><br><b>Style features</b> <br>Rose Gold/Cream maxi dress <br>Birthday, party, wedding <br><br><b>Availability</b> <br>Baby from 12 months to 8T <br><br><b>Available color</b> <br>Rose Gold/cream Gold/White Hot pink/White Champagne <br><b>If you have questions, please message us. We will reach you as soon as possible.</b>","ELEGANT GIRLS TULLE DRESS:Cilucu brand flower girls open back dress with big sparkle bow back and maxi tutu bottom.These new style sequin dress for kids are sure to make your girls day bright and sparkle
NO SCRATCHY TO BABY GIRLS SKIN: Lining of gold white sequin dress for girls is soft cotton. COMFORTABLE all day! Sequins of baby dress are on BOTH sides over the top shiny and extra sparkly. Ready to wear to any Posh occasion. Adorned with free gold white headbands
BIRTHDAY OUTFITS and PHOTOSHOOT recommended: Sparkly girls party tutu dresses are a MUST HAVE for any little girl's wardrobe. They are perfect for a cake Smash photo, Birthday party Outfit, everyday wear, any ADORABLE time, just for fun!
FASHION TUTU DRESS: Toddler girls party dresses, with big vintage on back, gold tulle on bottom of the aline dress and free match sequin headbands, available for 1-8 years old baby girls. Zipper on side of kids dress with two layer tulle and a cotton line bottom
GUARANTEE: We Stand Behind Cilucu Product 100% and if you are not happy with your purchase for any reason , please contact us.If unsure about a size, please message me by using ""Ask a question"" button",Cilucu,Gold/White
526739,christmas dresses size 3t-4t,25891,B07F9R3KYR,us,E,1,1,train,"Toddler Kids Baby Girl Ruffle 3/4 Long Flare Sleeve Floral Party Dresses Clothes (Yellow, 3T)","Size information:<br><br> 1-2 Year---Chest:20.47""---Length:17.71""---Sleeve:10.62""<br><br> 2-3 Year---Chest:21.25""---Length:18.89""---Sleeve:11.02""<br><br> 3-4 Year---Chest:22.04""---Length:20.07""---Sleeve:11.41""<br><br> 4-5 Year---Chest:22.83""---Length:21.25""---Sleeve:11.81""<br><br> 5-6 Year---Chest:23.62""---Length:22.44""---Sleeve:12.20""","Material: Cotton&Polyester, Super soft and comfortable to wear
Yellow floral casual dresses suitable for autumn, spring, summer
Feature: 3/4 sleeve, ruffle sleeve, long flare sleeve, o-neck, flower print, elastic waist, A-line dresses
Fit for 1-5 years little girl in autumn, make your baby so cute and adorable
Great for casual daily wear, party, playwear, dinner or photography",yannzi,Yellow
526741,christmas dresses size 3t-4t,25891,B0797LQKT2,us,E,1,1,train,"Simple Joys by Carter's Girls' Toddler 2-Pack Short-Sleeve and Sleeveless Dress Sets, Navy Dot/Gray Kitty, 3T",,"Pack of 2 dresses; infant sizes come with separate matching diaper covers
Designed for easy on and off
Trusted Carter's quality, every day low prices, and hassle-free packaging exclusively for Amazon members",Simple Joys by Carter's,"Navy/Grey, Dots/Kitten"
526742,christmas dresses size 3t-4t,25891,B0789NBNZ6,us,E,1,1,train,"Christmas Sweater Dresses for Girls Ruffle Sweater Long Sleeves Tutu Dress Stitching Knitting Pullover Tops for Kids (Navy Blue, 120)",<p><b>SIZE TABLE:</b></p><p>3T(100)-----LENGTH: 51cm/20.08inch----BUST: 27cm/10.63inch----SLEEVE: 36cm/14.17inch---- </p><p>4T(110)----LENGTH: 53cm/20.87inch----BUST: 28cm/11.02inch----SLEEVE: 38cm/15.96inch---- </p><p>5T(120)----LENGTH: 55cm/21.65inch----BUST: 29cm/11.42inch----SLEEVE: 39cm/15.35inch---- </p><p>6T(130)----LENGTH: 57cm/22.44inch----BUST: 30cm/11.81inch----SLEEVE: 40cm/15.75inch---- </p><p>7T(140)----LENGTH: 59cm/23.23inch----BUST: 31cm/12.20inch----SLEEVE: 41cm/16.14inch---- </p>,"MATERIAL: Cotton,Spandex,Veil, Woolen,Organza. The farbic is not thin and have long sleeve, suitable for spring autumn and winter
PEOPLE: Sweater Tutu Dresses fit for 3-7 years Children girls
STYLE: Woolen knitted dress with good elasticity, long sleeves with organza cuffs, Girls sweater pullover, nice material and knitted very well, stylish and comfortable
FROM: Made In China,Patchwork and Knitted Lolita Style, Machine washable, may be slightly fade, no deformation
For: party, pageant, birthday, school wearing or other special occasions, it's a sweater pullover not a dress, please match a LEGGING",WEONEDREAM,Navy Blue
526743,christmas dresses size 3t-4t,25891,B077KXLYYC,us,E,1,1,train,"Tueenhuge Baby Girls Christmas Dress Toddler Snowflake Print Party Wedding Formal Dresses (Red, 3-4 Years)","<b>Make your baby become more fashionable, attractive, beautiful, your kids will like it as a Princess gift!</b> Toddler Baby Girls dress, Round neck sleeveless/ short sleeves/ off shoulder and bow knot design, hidden zipper closure at the back, a big undetachable lovely bowknot at the back waist, makes your girl more elegant and attractive, completely the focus of the crowd!<p> <b>Product Information:</b><br> Zipper closure<br> Wash---Hand wash<br> Color---Red<br> Pattern---Snowflake print<br> Material---Cotton & Polyester.<br> Age---Suit for 2 years-10 years old girls.<br> Elements---Long length, sleeveless, O Neck, sash ties back, princess dress, Big Bowknot Baby Girls dress.<br> Dress Length--- Knee length.<br> Season----Suitable for all seasons, Spring, Summer, Autumn. <br> Occasion----Perfect for special occasion like party, wedding, flower girls dress, holiday party, first communion,graduation,prom,reception, ceremony, evening party, baptism, pageant, birthday, artistic photo shoot, family gathering or other special occasions. <P> <b>Size Range</b>C=Chest, W= Waist, L=Length<br> <b>2-3Years(100)</b>, C22""/56cm, W22.5""/57cm, L23'/59cm<br> <b>3-4Years(110)</b>, C23'/59cm, W23.5""/60cm, L24""/61cm<br> <b>4-5Years(120)</b>, C24.5""/62cm, W25""/63cm,L25""/63cm<br> <b>5-6Years(130)</b>, C25.5""/62cm, W26""/66cm, L26""/66cm<br> <b>7-8Years(140)</b>, C26""/67cm, W26.5""/68cm, L27.5""/70cm<br> <b>9-10Years(150)</b>, C27""/69cm, W27.5""/70cm, L28.5""/73cm<br> <b>11-12Years(160)</b>, C28""/72cm, W28""/72cm, L30""/76cm<P> <b>TIPS </b><br> Please refer to the measurements as a sizing guide; <br> Please be sure you are comparing our measurements to an actual dress and not your child's body measurements;<br> We recommend going by the measurements and not the child's age to ensure proper fit; <br> Actual color may vary from picture due to computer settings.","Cotton + Polyester
Zipper closure
Printed with snowflake pattern, a cute bowknot decor at the waist, the ribbon sashes ties at back. Casual/ formal dress, long length, sleeveless, O Neck, ball gown, party outfits, costume party, birthday party clothes.
Hand wash. Use mild detergent and hang dry. No bleaching ,Wash before first use . Steam ironing is highly recommended for long lasting.
Girls' Birthday Party Flower Girl Dress. Size: 3-4 years, Tag no.:110, Chest: 23""/59cm, Waist : 23.5”/60cm, Length: 24“/61cm. Please read detail size measurement in Product Description before purchase.",Tueenhuge,Red
526744,christmas dresses size 3t-4t,25891,B01NBFQ6AJ,us,E,1,1,train,"Fancy Ivory White Lace Flower Girl Dress Boho Rustic First Communion Gowns(Size 4,Ivory)","<ul> <li> <b>Brand:</b>Abaowedding Flower Girl Dress.</li> <li> <b>Level:</b>Excellent.</li> <li> <b>Fit Type:</b>Girls casual dress,kids skirts,prom gowns,girls dresses.</li> <li> <b>Production:</b>The dress is excellent workmanship,100% handmade.</li> <li> <b>Suitable Ages:</b>For girls with 2-3-4-5-6-7-8-9-10-11-12 years old.</li> <li> <b>Season Suitable:</b>Spring, Summer, Autumn, Winter.</li> <li> <b>Pattern Type:</b>Stitching.</li> <li> <b>Package Include:</b>1pcs.</li> <li> <b>Department Name:</b>children, girls, kids, princess.</li> <li> <b>Washing:</b>Gentle Cycle wash and hang dry recommended.<b>Do not Bleach.</b></li> <li> <b>PS:</b>Dry clean is also an option,which will lengthen the use of your Abaowedding-Dress. </li> <li> <b>NOTE:</b>Keep away from sharp objects and keep away from fire.</li> </ul>","EXCELLENT FABRICS:Made of high quality lace tulle,100% cotton lining,not harm to the child skin, very soft and comfortable,skin friendly and breathable.
EXQUISITE DESIGN:Classy elegant embroidery lace,maxi flower girl dress,elegant sash, floor length,sleeveless,concealed zipper at back.High quality handmade embroidery design and handwork.
DELIVERY AND AFTER-SALES SERVICE:The dress is delivered to you by Amazon and you will receive the dress quickly and safely.After-sales service is provided by Amazon.If you need to change your dress or return your dress, you can contact Amazon directly. For more service needs,please contact our company or Amazon.Sincere thanks.
SELECT SIZE:Before ordering,please select the size of the dress according to our size chart picture on the left.If you would like to customize a dress,please contact us and send us your princess measurement details. Thank you.
MULTI-PURPOSE:Perfect for girl's wedding flower girl dress,first communion dress,pageant dress,birthday party dress,Easter dress, Halloween dress up,Christmas dress,New year dress,photography prop, holiday occasion and other important formal or special occasions.",Abaowedding,Ivory
526745,christmas dresses size 3t-4t,25891,B07FB15P9S,us,E,1,1,train,"Party Chili Princess Costumes Birthday Party Dress Up for Little Girls with Wig,Crown,Mace,Gloves Accessories 3T 4T (110cm)","Every girl has a princess dream. This luxurious princess suit can fulfill the dream of a little princess. Beautiful blue skirt with cape, tiara and wand,wig toy,gloves,each one can make girls happy.your little princess would be happy to scream when opened the gift bag, she would be a pretty princess. <br> <br><strong>Size Information:</strong> <br> <br>3-4 years: Chest:22.1"",Waist:18.9"",Full lenght:35.4"",Fit height:43.3""(110cm) <br>4-5 years: Chest:24.4"",Waist:21.3"",Full lenght:38.6"",Fit height:47.2""(120cm) <br>6-7 years: Chest:26.0"",Waist:22.1"",Full lenght:43.7"",Fit height:51.2""(130cm) <br>8-10 years: Chest:26.8"",Waist:24.4"",Full lenght:44.8"",Fit height:55.1""(140cm) <br>10-12 years: Chest:29.1"",Waist:25.2"",Full lenght:50.4"",Fit height:59.1""(150cm)","Includes dress,tiara,wand,wig,gloves.
This dress is designed for slim girls. Please refer to the size sheet before placing the order.
Rich accessories, your little princess will love it
Made from non-itchy and comfortable fabric,2 layers fluffy skirt.
Great for special occasions parties such as halloween,christmas(Xmas) holidays,birthdays and pageants!",Party Chili,Blue-89 With Accessories
575100,computers,28404,B07J9J1CJF,us,E,1,1,train,"DELL Optiplex 990 SFF PC, Intel Core i5 Processor, 16GB RAM, 2TB HDD, DVDRW, WiFi, Bluetooth 4.0, Windows 10 Pro, LCD Monitor (Renewed)","<p>These machines were originally designed for heavy use in the corporate environment. They're built with higher quality components than you'll find in the typical off the shelf retail model. These are perfect for business, home and school.</p><p>Every component is cleaned and tested for full functionality. Cosmetics are improved to show only minor wear. A fresh installation of Windows is performed with the included New license.</p> <p>CPU: Intel Core I5 Quad Core 3.1 GHz Processor<br> Ram: 16 GB (This upgraded amount is a great feature for multi-taskers)<br> Hard Drive: 2TB SATA<br> Optical: DVD-RW Drive<br> USB: Plenty of USB 2.0 ports for connectivity<br> Network: Onboard Gigabit Network Adapter and USB Wi-Fi Adapter included<br> Operating System: Windows 10 Professional 64 Bit<br> Monitor: 20 inch LCD Monitor (Brand may vary)<br> Peripherals: USB Keyboard and Mouse, USB Bluetooth 4.0 Adapter</p> <p>This computer will arrive at your doorstep ready to use right out of the box. All necessary cables are included.</p> <p>This computer also includes a trial version of Microsoft Office 365. This enables you to try the all new version of Word-Excel-and Powerpoint for free. A standard, open source Office Suite is also included. Microsoft Office 365 purchases beyond the included trial are not returnable or refundable.</p>","Lightning Fast: Powered by Intel's top of the line Core i5 series processor and loaded with 16 GB of RAM, this machine will outperform the competition in any situation.
Massive Storage: Packed with 2 TB of hard drive space, you can store all of the apps, games, photos, music and movies that you need.
Get Connected: Comes with a vibrant 20-inch LCD Monitor (Brands may vary). The included Bluetooth 4.0 Adapter, Wi-Fi Adapter and Keyboard & Mouse will have you up and running with ease, keeping you connected. Microsoft's latest and best OS to date, Windows 10 Professional, will maximize the power and utility of your new machine.",Dell,black
575101,computers,28404,B07JWB2RZD,us,E,1,1,train,"HP Elite 7900 Desktop PC Package, Intel Core 2 Duo Processor, 8GB RAM, 500GB Hard Drive, DVD-RW, Wi-Fi, Windows 10, 19in LCD Monitor (Renewed)","HP Elite Business Desktop PC Package, Intel Core 2 Duo Processor, 8GB RAM, 500GB Hard Drive, DVD-RW, Wi-Fi, Windows 10 Pro 64 bit, 19in LCD Monitor","Certified Refurbished product has been tested and certified to work and look like new, with minimal to no signs of wear, by a manufacturer or specialized third-party seller approved by Amazon. The product is backed by a minimum 90-day warranty, and may arrive in a generic brown or white box.
Lightning Fast: Powered by Intel's top of the line Core 2 series processor and loaded with 8 GB of RAM, this machine will outperform the competition in any situation.
Massive Storage: Packed with 500 GB of hard drive space, you can store all of the apps, games, photos, music and movies that you need.
Get Connected: Includes a vibrant 19-inch LCD Monitor (Brands may vary). The included Keyboard & Mouse and USB Wi-Fi Adapter will have you up and running with ease, keeping you connected. Microsoft's latest and best OS to date, Windows 10, will maximize the power and utility of your new machine.",HP,
575102,computers,28404,B07NBWF1ZP,us,E,1,1,train,"DELL Optiplex 990 SFF PC, Intel Core i5 Processor, 16GB RAM, 2TB HDD, DVDRW, Keyboard & Mouse, Wi-Fi, Bluetooth 4.0, Windows 10 Home, 20in LCD Monitor (Renewed)']","Originally designed for heavy use in the corporate environment, this Dell computer has been Renewed with higher quality components than you'll find in typical off the shelf retail models. Specifically configured for optimal use at home or school, this computer has been professionally refurbished by a Microsoft Authorized Refurbisher (MAR). Every component is tested for full functionality to ensure years of ongoing performance and reliability. Exterior cosmetics are restored to a like-new condition with little to no visible signs of previous use. A fresh and authentic installation of Microsoft Windows 10 is performed with the new license digitally rendered in the PC for an easy and secure start upon first use. <br/><br/> Manufacturer/Model: Dell Optiplex 990<br/><br/> Processor: Intel i5 Quad Core Gen 2 3.20 GHz<br/><br/> RAM Installed: 16GB DDR3<br/><br/> Hard Drive: 2TB HDD<br/><br/> Operating System: Windows 10 Home 64 Bit<br/><br/> Optical: DVD-RW<br/><br/> Video Ports: VGA Port- 1, Display Port- 1, DVI Video Port- Not Installed, HDMI Port- Not Installed <br/><br/> Network: Network Card- 10/100/1034, Wireless Networking- USB WiFi, Bluetooth- USB <br/><br/> Additional Ports: USB 2.0- 10, USB 3.0- Not Installed<br/><br/><br/> * This computer will arrive at your doorstep ready to use right out of the box with all necessary cables included.","POWERFUL PROCESSOR - Configured with top of the line Intel i5 Quad Core Gen 2 series processor for lightning fast, reliable and consistent performance to ensure an exceptional PC experience.
SUPERIOR STORAGE AND MEMORY – Customized with 2TB HDD hard drive storage space to store apps, games, photos, music and movies. Loaded with 16GB of DDR3 RAM to zip through multiple tasks in a hurry without lag.
BUILT IN CONNECTIVITY - Stay connected to the internet with installed wireless capable technology and integrated network card. Play your favorite music files with stereo sound. Easily connect to large and multiple monitors through the installed onboard video connections.
WINDOWS 10 LATEST RELEASE - A new installation of the latest Microsoft Windows 10 Home 64 Bit Operating System software, free of bloatware commonly installed from other manufacturers. As Microsoft's latest and best OS to date, Windows 10 Home 64 Bit will maximize the utility of each PC for years to come. Optional software such as Anti-Virus and Office 365 can also be easily downloaded through the Microsoft Windows App Store.
BUY WITH CONFIDENCE - All Amazon Renewed computers come with a 90-day warranty and technical support to provide customers with unmatched quality and care.",Dell,black
575103,computers,28404,B07R4PQJNM,us,E,1,1,train,"Acer Aspire Z24-890-UA91 AIO Desktop, 23.8 inches Full HD, 9th Gen Intel Core i5-9400T, 12GB DDR4, 512GB SSD, 802.11ac Wifi, USB 3.1 Type C, Wireless Keyboard and Mouse, Windows 10 Home, Silver",,"9th Generation Intel Core i5 9400T Processor (Up to 3.4GHz)
23.8 inches Full HD (1920 x 1080) widescreen Edge to Edge LED Back lit Display
12GB DDR4 Memory, 512GB SSD & 8x DVD Writer Double Layer Drive (DVD RW)
802.11ac Wi Fi, Gigabit Ethernet LAN & Bluetooth 4.2LE
2 Built in 2W Stereo Speakers| Built in 2.0MP Full HD (1080P) Webcam, Wireless Keyboard and Mouse, Windows 10 Home",Acer,Silver
575105,computers,28404,B07TB9G2R6,us,E,1,1,train,"Dell OptiPlex 9020-SFF, Intel Core i5-4570 3.2GHZ, 16GB RAM, 512GB SSD Solid State, DVDRW, Windows 10 Pro 64bit (Renewed)","This Dell OptiPlex 9020 desktop computer won’t take up much space on your desktop, yet it still contains powerful hardware to keep you productive, including a fast processor for multitasking and a variety of ports for connecting peripherals.</strong><br> <br><strong> Specifications: </strong> <br> Processor: Intel Core i5 4570 3.2GHz <br>Graphics: Integrated Intel HD<br> Memory: 16GB DDR3<br>Hard Drive: 512G SSD<br> <br><strong> Operating System: </strong><br> Windows 10 Pro 64 Bit – Multi-language supports English/Spanish/French<br> <br><strong> Ports: </strong> <br>4 External USB 3.0 ports (2 front, 2 rear) and 6 External USB 2.0 ports (2 front, 2 rear); 1 RJ-45; 1 Serial; 1 VGA; 2 DisplayPort; 2 PS/2; 2 Line-in (stereo/microphone), 2 Line-out (headphone/speaker) <br> <br> <strong> Warranty</strong> <br>1 full year Parts and Labor Warranty<br> <br><strong>Included in the box</strong> <br >Computer; Power Cord; USB Keyboard; USB Mouse; Warranty Instruction.","This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box. Only select sellers who maintain a high-performance bar may offer Certified Refurbished products on Amazon.com.
(4) USB 3.0, (6) USB 2.0
RJ-45, Serial Port, VGA, (2) Display Port, (2) PS/2
Keyboard and Mouse Included
Operating System: Windows 10 Pro 64 Bit – Multi-language supports English/Spanish/French.",Dell,black
575106,computers,28404,B07RNMXDRF,us,E,1,1,train,"(Renewed) DELL Optiplex 7010 Desktop Computer - Intel Core i7 Up to 3.8GHz Max Turbo Frequency, 16GB DDR3, New 1TB SSD, Windows 10 Pro 64-Bit, WiFi, USB 3.0, DVDRW, 2X Display Port",,"POWERFUL PROCESSOR - Configured with Intel’s top of the line Core i7 series processor so you can expect lightning fast, reliable and consistent performance for an exceptional PC experience.
MICROSOFT WINDOWS 10 LATEST RELEASE - A brand new installation of the latest Microsoft Windows 10 Operating System, free of bloatware commonly installed from other manufacturers. As Microsoft's latest and best OS to date, Windows 10 will maximize the utility of the PC for years to come.
MICROSOFT AUTHORIZED REFURBISHED - Microsoft Authorized Refurbishers (MAR) are recognized as the leaders in refurbished computers for every environment. Following strict requirements and standards established by Microsoft, MAR providers ensure superior quality and a like-new professionally refurbished computer. Your computer will come with a legal Certificate of Authenticity (C. O. A. ) digitally rendered to the PC for an easy, secure and convenient set-up process.
ABUNDANT STORAGE AND MEMORY – The combination of key integrated components power this PC to maximum performance: Arrives with a 16 GB Memory and 1TB Solid State Drive for efficient multi-tasking and robust hard drive space for files, apps, music and movies set this computer apart to excel at work, home or school. Included Peripherals: USB Keyboard and Mouse, USB WiFi Adapter
CUSTOM TAILORED FOR A SECURE START - Configured to tackle all the most commonly needed tasks right out of the box - Connect to your business software or a client's files, upload data, track inventory, browse the internet or even stream movies & music, complete homework, store photos, and much more. All Renewed computers are backed by a 90 day and 90 day tech support to ensure a smooth, easy and secure introduction.",Dell,black
575107,computers,28404,B07SGH132Y,us,E,1,1,train,"HP 4NN56AA#ABA Pavilion 24-Inch All-in-One Computer, Intel Core i5-9400T, 12 GB RAM, 512 GB Solid State Drive, Windows 10 (24-Xa0032, Black)",,"The perfect home computer: With an Intel Processor and up to 12 GB of RAM, your family can surf, stream, work and play with all the power they need
10-Point Touch Display: 23. 8"" Diagonal widescreen FHD (1920 x 1080) IPS WLED-backlit micro-edge monitor. 10-Point touch distinguishes all fingers separately, allowing for an ultra-responsive touch experience
Powerful Audio: Rich audio with dual speakers, HP Audio Boost, and tuning by B&O play
Advanced graphics: Intel UHD Graphics 630. Smoothly stream content and play your favorite games
Intel Core i5 Processor: Intel Core i5-9400t Processor, Six-Core, 1. 80GHz",HP,
575108,computers,28404,B07V34QQ3C,us,E,1,1,train,"iBUYPOWER Gaming PC Computer Desktop Element 9260 (Intel Core i7-9700F 3.0Ghz, NVIDIA GeForce GTX 1660 Ti 6GB, 16GB DDR4, 240GB SSD, 1TB HDD, Wi-Fi & Windows 10 Home) Black",,"System: Intel Core i7-9700F 8-Core 3.0 GHz (4.70 GHz Max Turbo) | 16GB DDR4-2666 RAM | 1TB HDD | 240GB SSD | Genuine Windows 10 Home 64-bit
Graphics: NVIDIA GeForce GTX 1660 Ti 6GB Dedicated Gaming Video Card | VR Ready | 1x DVI | 1x HDMI | 1x Display Port
Connectivity: 4 x USB 3 .0 | 2 x USB 2 .0 | 1x RJ-45 Network Ethernet 10/100/1000 | Audio: 7.1 Channel
Special Add-Ons: Tempered Glass RGB Gaming Case | 802. 11AC Wi-Fi Included | 16 Color RGB Lighting Case | Free Gaming Keyboard & RGB Gaming Mouse | No Bloatware
Warranty: 1 year parts & labor + free lifetime US tech support | Assembled in the U.S.A",iBUYPOWER,Black
575112,computers,28404,B07RF1XD36,us,E,1,1,train,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",,"AMD Ryzen 3 3200U Dual Core Processor (Up to 3.5GHz); 4GB DDR4 Memory; 128GB PCIe NVMe SSD
15.6 inches full HD (1920 x 1080) widescreen LED backlit IPS display; AMD Radeon Vega 3 Mobile Graphics
1 USB 3.1 Gen 1 port, 2 USB 2.0 ports & 1 HDMI port with HDCP support
802.11ac Wi-Fi; Backlit Keyboard; Up to 7.5 hours battery life
Windows 10 in S mode. Maximum power supply wattage: 65 Watts",Acer,Silver
575114,computers,28404,B074T2L4CC,us,E,1,1,train,"HP Elite 8300 Ultra Small Slim High Performance Business Computer PC (Intel 3470s 2.9Ghz), 8GB RAM, 120GB Brand New SSD, Wireless WIFI, USB 3.0) Windows 10 Professional (Renewed)","HP Elite 8300 Ultra Small Slim High Performance Business Computer PC (Intel 3470s 2.9Ghz), 8GB RAM, 120GB Brand New SSD, WIFI Adapter, USB 3.0) Windows 10 Professional (Renewed) …",,HP,Black
575115,computers,28404,B0725BFYV6,us,E,1,1,train,"Dell Optiplex 7010 Business Desktop Computer (Intel Quad Core i5-3470 3.2GHz, 16GB RAM, 1T SSD, USB 3.0, DVDRW, Windows 10 Professional) (Renewed)","<strong> Dell OptiPlex systems are designed to integrate seamlessly into virtually any office environment, on virtually any size desk, and with a consistent look across all models. Work efficiently with the OptiPlex 7010 desktop, featuring advanced performance, flexibility and connectivity to help your business succeed. </strong><br> <br><strong> Specifications: </strong> <br> Processor: Intel Core I5 3470, 3.2GHz <br>Graphics: Intel HD Integrated <br> Memory: 16GB DDR3 <br>Hard Drive: 1T SSD <br> <br><strong> Operating System: </strong><br> Windows 10 Pro 64 Bit – Multi-language supports English/Spanish/French<br> <br><strong> Ports: </strong> <br> (4)USB 3.0 ports, (6)USB 2.0 ports, Line in for microphone, (2) Line out for headphones or speakers, RJ-45 Ethernet, (2) PS/2 mouse and keyboard, VGA, (2) DP, serial port. <br> <br> <strong> Warranty</strong> <br>1 full year Parts and Labor Warranty<br> <br><strong>Included in the box</strong> <br > Computer, Office 365 30-day free trial, Warranty Instruction.","This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box. Only select sellers who maintain a high-performance bar may offer Certified Refurbished products on Amazon.com.
Dell 7010 Intel I5 Quad-Core 3.2 GHz Processor
What's Inside: 16GB RAM, 1TB SSD Hard Drive, DVW Optical Drive,
Operating System: Windows 10 Professional
Includes: USB Keyboard and Mouse",Dell,black
575121,computers,28404,B00IOTZGOE,us,E,1,1,train,"Dell OptiPlex Desktop Complete Computer Package with Windows 10 Home - Keyboard, Mouse, 17"" LCD Monitor(brands may vary) (Renewed)",,"This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging.
Specs: Dual-Core 2.6GHz CPU, 80GB Hard Drive, 2GB of RAM, DVD Player
Runs: Windows 10 Home
Includes: New Keyboard, New Mouse, 17"" LCD Monitor (brands may vary), and all New cables needed.",Dell,
575127,computers,28404,B01CV9G1BO,us,E,1,1,train,"(Renewed) HP 8300 Elite Small Form Factor Desktop Computer, Intel Core i5-3470 3.2GHz Quad-Core, 8GB RAM, 500GB SATA, Windows 10 Pro 64-Bit, USB 3.0, Display Port",,"Get reliable performance from the Intel Core i5-3470 3.2GHz Quad-Core processor
8GB DDR3 memory – For multitasking power; supports up to 16GB
500GB SATA hard drive has plenty of space to store your digital albums, music library and rich media files
Enhanced viewing with the integrated Intel HD 2500 graphics
The front-panel's USB ports make it easy to transfer photos, music, and other files to and from your digital camera and other peripheral devices",HP,black
575128,computers,28404,B01LKOZEF0,us,E,1,1,train,"(Renewed) DELL Optiplex 7010 Business Desktop Computer (Intel Quad Core i5-3470 3.2GHz, 16GB RAM, 2TB HDD, USB 3.0, DVDRW, Windows 10 Professional",,"Dell 7010 Intel I5 Quad-Core 3. 2 GHz Processor
What's Inside: 16GB RAM, 2TB Hard Drive, DVW Optical Drive,
Operating System: Windows 10 Professional
Includes: USB Keyboard and Mouse",Dell,black
575130,computers,28404,B00M9K7L8S,us,E,1,1,train,"(Renewed) Samsung Chromebook XE303C12-A01 11.6-inch, Exynos 5250, 2GB RAM, 16GB SSD, Silver",,"Chrome OS, Samsung Exynos 5250 Dual Core Processor
Display: 11. 6"" LED HD 1366 x 768 16: 9, Ports: HDMI, Headphone/MIC combo, 1 x USB 3. 0 + 1 x USB 2. 0, 3- in-1 (SD/SDHC/SDXC)
Memory: 2 GB DDR3L RAM, 16GB Solid State Drive
Built-in dual band Wi-Fi 802. 11 a/b/g/n, Webcam, 3W Stereo Speaker
This Chromebook is not compatible with Current Updated Google Operating System",Samsung Electronics,Silver
